성분코드,성분명,함량,단일복합,주성분코드,제형코드,투여경로,투여경로명,제형명칭,동일 제형군,함량수치,함량단위
286600ATB,scopolia ext.,2.5mg,복합,286600ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",2.5,mg
286700ATB,aluminum hydroxide gel(dried),200mg,복합,286700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",200.0,mg
286700ATB,calcium carbonate p.p.t.,100mg,복합,286700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",100.0,mg
286700ATB,magnesium carbonate,50mg,복합,286700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
286700ATB,menthol,1mg,복합,286700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",1.0,mg
286700ATB,sodium bicarbonate,50mg,복합,286700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
286800ATB,aluminum magnesium silicopolyhydrate,400mg,복합,286800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",400.0,mg
286800ATB,calcium carbonate,120mg,복합,286800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",120.0,mg
286800ATB,d-sorbitol,160mg,복합,286800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",160.0,mg
286800ATB,simethicone,25mg,복합,286800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",25.0,mg
286800ATB,skimmed milk,250mg,복합,286800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",250.0,mg
288800ATB,cellulase,20mg,복합,288800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",20.0,mg
288800ATB,curcumae rhizoma dried ext.,20mg,복합,288800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",20.0,mg
288800ATB,dehydrocholic acid,100mg,복합,288800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",100.0,mg
288800ATB,dimethicone,50mg,복합,288800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
288800ATB,pancreatin,150mg,복합,288800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",150.0,mg
292400ATB,activated lactobacillus,50mg,복합,292400ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
292400ATB,aspergillus oryse nk,175mg,복합,292400ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",175.0,mg
292400ATB,nicotinamide,150mcg,복합,292400ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",150.0,mcg
292400ATB,riboflavin,150mcg,복합,292400ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",150.0,mcg
292400ATB,thiamine nitrate,250mcg,복합,292400ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",250.0,mcg
295700ATB,cellulase 4000,2.5mg,복합,295700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",2.5,mg
295700ATB,clostridium butyricum miyairi Ⅱ 588,50mg,복합,295700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
295700ATB,diasman-SS,6.67mg,복합,295700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",6.67,mg
295700ATB,pancreatin,26.67mg,복합,295700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",26.67,mg
295700ATB,polypase 1000,25mg,복합,295700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",25.0,mg
295800ATB,metoclopramide HCl,6mg,복합,295800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",6.0,mg
295800ATB,protease,1000i.u,복합,295800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",1000.0,iu
295800ATB,simethicone,14mg,복합,295800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",14.0,mg
295800ATB,α-amylase,1000i.u,복합,295800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",1000.0,iu
295800ATB,β-amylase,100i.u,복합,295800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",100.0,iu
298700ATB,aesculus hippocastanum L. seeds ext.,11.67mg,복합,298700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",11.67,mg
298700ATB,calcium sennoside,2mg,복합,298700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",2.0,mg
298700ATB,calcium tocopherol succinate,10mg,복합,298700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",10.0,mg
298700ATB,carbazochrome sodium sulfonate,840mcg,복합,298700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",840.0,mcg
298700ATB,inositol hexanicotinate,50mg,복합,298700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
300600ATB,ascorbic acid,50mg,복합,300600ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
300600ATB,fursultiamine HCl,50mg,복합,300600ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
300600ATB,pyridoxine HCl,2mg,복합,300600ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",2.0,mg
300600ATB,riboflavin,2mg,복합,300600ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",2.0,mg
300600ATB,tocopherol acetate,20mg,복합,300600ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",20.0,mg
255400ATB,acetaminophen,300mg,복합,255400ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",300.0,mg
255400ATB,cyanocobalamin,250mcg,복합,255400ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",250.0,mcg
255400ATB,cytidine,25mg,복합,255400ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",25.0,mg
255400ATB,pyridoxine HCl,50mg,복합,255400ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
255400ATB,thiamine HCl,50mg,복합,255400ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
255400ATB,uridine,25mg,복합,255400ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",25.0,mg
255500ATB,acetaminophen,300mg,복합,255500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",300.0,mg
255500ATB,cyanocobalamin,500mcg,복합,255500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",500.0,mcg
255500ATB,cytidine,25mg,복합,255500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",25.0,mg
255500ATB,pyridoxine HCl,50mg,복합,255500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
255500ATB,thiamine HCl,50mg,복합,255500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
255500ATB,uridine,25mg,복합,255500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",25.0,mg
258500ATB,citrulline,10mg,복합,258500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",10.0,mg
258500ATB,N-acetyl-ℓ-aspartic acid,10mg,복합,258500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",10.0,mg
258500ATB,pyridoxine HCl,25mg,복합,258500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",25.0,mg
258500ATB,retinol acetate,5mg,복합,258500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",5.0,mg
258500ATB,tocopherol acetate,25mg,복합,258500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",25.0,mg
258500ATB,vaccinium myrtillus ext.,100mg,복합,258500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",100.0,mg
264500ATB,adonis ext.,15mg,복합,264500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",15.0,mg
264500ATB,convallariae maj. ext.,15mg,복합,264500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",15.0,mg
264500ATB,crataegi oxycanthae fructus ext.,50mg,복합,264500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
264500ATB,peppermint oil,1mg,복합,264500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",1.0,mg
264500ATB,saponin,3.75mg,복합,264500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",3.75,mg
264500ATB,valeriana radix ext.,50mg,복합,264500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
268900ATB,caffeine anhydrous,25mg,복합,268900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",25.0,mg
268900ATB,chlorpheniramine maleate,1.5mg,복합,268900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",1.5,mg
268900ATB,diprophylline,25mg,복합,268900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",25.0,mg
268900ATB,guaifenesin,50mg,복합,268900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
268900ATB,methylephedrine HCl,6.25mg,복합,268900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",6.25,mg
268900ATB,noscapine,10mg,복합,268900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",10.0,mg
277800ATB,ammonium glycyrrhizinate,25mg,복합,277800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",25.0,mg
277800ATB,biodiastase-2000,50mg,복합,277800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
277800ATB,㎗-carnitine HCl,100mg,복합,277800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",100.0,mg
277800ATB,ox bile ext.,50mg,복합,277800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
277800ATB,simethicone,50mg,복합,277800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
277800ATB,thiamine nitrate,5mg,복합,277800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",5.0,mg
278100ATB,protease,640i.u,복합,278100ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",640.0,iu
278100ATB,saccharomyces siccatum,100mg,복합,278100ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",100.0,mg
278100ATB,s-lase,40mg,복합,278100ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",40.0,mg
278100ATB,sodium bicarbonate,250mg,복합,278100ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",250.0,mg
278100ATB,α-amylase,2000i.u,복합,278100ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",2000.0,iu
278100ATB,β-amylase,240i.u,복합,278100ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",240.0,iu
286900ATB,aluminum hydroxide gel(dried),100mg,복합,286900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",100.0,mg
286900ATB,azulene soluble,0.5mg,복합,286900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",0.5,mg
286900ATB,㎗-carnitine HCl,20mg,복합,286900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",20.0,mg
286900ATB,magnesium silicate,30mg,복합,286900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",30.0,mg
286900ATB,methylmethionine sulfonium chloride,10mg,복합,286900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",10.0,mg
286900ATB,scopolia ext.,2.5mg,복합,286900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",2.5,mg
287000ATB,aluminum hydroxide gel(dried),115mg,복합,287000ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",115.0,mg
287000ATB,azulene soluble,1mg,복합,287000ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",1.0,mg
287000ATB,carnitine HCl,50mg,복합,287000ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
287000ATB,hydrotalcite,210mg,복합,287000ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",210.0,mg
287000ATB,magnesium oxide,90mg,복합,287000ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",90.0,mg
287000ATB,simethicone,30mg,복합,287000ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",30.0,mg
288900ATB,aloe ext.,12.8mg,복합,288900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",12.8,mg
288900ATB,belladonna ext.,280mcg,복합,288900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",280.0,mcg
288900ATB,bisacodyl,3mg,복합,288900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",3.0,mg
288900ATB,boldo ext. dried,3mg,복합,288900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",3.0,mg
288900ATB,cinnara ext.,3mg,복합,288900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",3.0,mg
288900ATB,glycyrrhizae radix ext.,3.8mg,복합,288900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",3.8,mg
294000ATB,calcium pantothenate,6mg,복합,294000ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",6.0,mg
294000ATB,docusate sodium,6.6mg,복합,294000ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",6.6,mg
294000ATB,glycyrhiza extrat,12.4mg,복합,294000ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",12.4,mg
294000ATB,pyridoxine HCl,10mg,복합,294000ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",10.0,mg
294000ATB,rhubarb,62.6mg,복합,294000ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",62.6,mg
294000ATB,thiamine nitrate,5mg,복합,294000ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",5.0,mg
295900ATB,bismuth aluminate,100mg,복합,295900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",100.0,mg
295900ATB,foeniculi fructus powder,5mg,복합,295900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",5.0,mg
295900ATB,frangulae cortex ext.,12.5mg,복합,295900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",12.5,mg
295900ATB,glycyrrhizae radix ext.,150mg,복합,295900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",150.0,mg
295900ATB,magnesium carbonate,200mg,복합,295900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",200.0,mg
295900ATB,sodium bicarbonate,100mg,복합,295900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",100.0,mg
296000ATB,"bromelain (위용성,외층)",7500u,복합,296000ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",7500.0,u
296000ATB,"dehydrocholic acid (장용성,내핵)",25mg,복합,296000ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",25.0,mg
296000ATB,"dimethicone (위용성,외층)",15mg,복합,296000ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",15.0,mg
296000ATB,"dimethicone (장용성,내핵)",15mg,복합,296000ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",15.0,mg
296000ATB,"pancreatin (장용성,내핵)",200mg,복합,296000ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",200.0,mg
296000ATB,"prozapine HCl  (위용성,외층) ",2mg,복합,296000ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",2.0,mg
299500ATB,calcium pantothenate,5mg,복합,299500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",5.0,mg
299500ATB,cyanocobalamin,1mcg,복합,299500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",1.0,mcg
299500ATB,nicotinamide,10mg,복합,299500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",10.0,mg
299500ATB,pyridoxine HCl,500mcg,복합,299500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",500.0,mcg
299500ATB,riboflavin,2mg,복합,299500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",2.0,mg
299500ATB,thiamine HCl,3mg,복합,299500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",3.0,mg
300700ATB,ascorbic acid,60mg,복합,300700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",60.0,mg
300700ATB,cyanocobalamin,5mcg,복합,300700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",5.0,mcg
300700ATB,fursultiamine HCl,50mg,복합,300700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
300700ATB,pyridoxine HCl,2mg,복합,300700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",2.0,mg
300700ATB,riboflavin,2mg,복합,300700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",2.0,mg
300700ATB,tocopherol acetate,50mg,복합,300700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
300800ATB,ascorbic acid,70mg,복합,300800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",70.0,mg
300800ATB,fursultiamine HCl,50mg,복합,300800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
300800ATB,hydroxocobalamin acetate,5.22mcg,복합,300800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",5.22,mcg
300800ATB,pyridoxal phosphate,2.5mg,복합,300800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",2.5,mg
300800ATB,riboflavin tetrabutyrate,2.5mg,복합,300800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",2.5,mg
300800ATB,tocopherol acetate,20mg,복합,300800ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",20.0,mg
300900ATB,ascorbic acid,75mg,복합,300900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",75.0,mg
300900ATB,ergocalciferol,400i.u,복합,300900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",400.0,iu
300900ATB,nicotinamide,20mg,복합,300900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",20.0,mg
300900ATB,riboflavin,3mg,복합,300900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",3.0,mg
300900ATB,thiamine HCl,2mg,복합,300900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",2.0,mg
300900ATB,vitamin-A,5000i.u,복합,300900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",5000.0,iu
306500ATB,arginine HCl,50mg,복합,306500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
306500ATB,citrulline,25mg,복합,306500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",25.0,mg
306500ATB,cyanocobalamin,125mcg,복합,306500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",125.0,mcg
306500ATB,folic acid,250mcg,복합,306500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",250.0,mcg
306500ATB,nicotinamide,4mg,복합,306500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",4.0,mg
306500ATB,ornithine HCl,25mg,복합,306500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",25.0,mg
307700ATB,aminoethylsulfonic acid,5mg,복합,307700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",5.0,mg
307700ATB,calcium pantothenate,10mg,복합,307700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",10.0,mg
307700ATB,chlorpheniramine maleate,3mg,복합,307700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",3.0,mg
307700ATB,d-biotin,125mcg,복합,307700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",125.0,mcg
307700ATB,nicotinamide,10mg,복합,307700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",10.0,mg
307700ATB,orotic acid,30mg,복합,307700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",30.0,mg
261400ATB,biotin,10mcg,복합,261400ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",10.0,mcg
,calcium carbonate p.p.t.,15mg,복합,261400ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",15.0,mg
,calcium phosphate dibasic,50mg,복합,261400ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
,chlorpheniramine maleate,1mg,복합,261400ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",1.0,mg
,orotic acid,15mg,복합,261400ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",15.0,mg
,pyridoxine HCl,1.5mg,복합,261400ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",1.5,mg
,riboflavin,600mcg,복합,261400ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",600.0,mcg
278200ATB,ammonium glycyrrhizinate,25mg,복합,278200ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",25.0,mg
278200ATB,biodiastase,50mg,복합,278200ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
278200ATB,dℓ-carnitine HCl,50mg,복합,278200ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
278200ATB,lipase100,15mg,복합,278200ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",15.0,mg
278200ATB,simethicone,30mg,복합,278200ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",30.0,mg
278200ATB,thiamine HCl,4mg,복합,278200ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",4.0,mg
278200ATB,ursodeoxycholic acid,5mg,복합,278200ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",5.0,mg
278300ATB,ammonium glycyrrhizinate,25mg,복합,278300ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",25.0,mg
278300ATB,biodiastase 2000G,50mg,복합,278300ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
278300ATB,cellulase AP3 Ⅱ,25mg,복합,278300ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",25.0,mg
278300ATB,dℓ-carnitine HCl,100mg,복합,278300ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",100.0,mg
278300ATB,ox bile ext.,50mg,복합,278300ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
278300ATB,simethicone,50mg,복합,278300ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
278300ATB,thiamine nitrate,5mg,복합,278300ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",5.0,mg
278500ATB,biodiasmin-F 100,1.33mg,복합,278500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",1.33,mg
278500ATB,biodiastase-1000,6.11mg,복합,278500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",6.11,mg
278500ATB,lipase AP6,3.33mg,복합,278500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",3.33,mg
278500ATB,prozyme-6,1.67mg,복합,278500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",1.67,mg
278500ATB,riboflavin,270mcg,복합,278500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",270.0,mcg
278500ATB,thiamine nitrate,560mcg,복합,278500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",560.0,mcg
278500ATB,ursodeoxycholic acid,3.33mg,복합,278500ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",3.33,mg
278600ATB,biodiastase 2000,5mg,복합,278600ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",5.0,mg
278600ATB,hydrotalcite,150mg,복합,278600ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",150.0,mg
278600ATB,magnesium aluminum metasilicate,90mg,복합,278600ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",90.0,mg
278600ATB,methylmethionine sulfonium chloride,25mg,복합,278600ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",25.0,mg
278600ATB,scopolia ext.,15mg,복합,278600ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",15.0,mg
278600ATB,simethicon,25mg,복합,278600ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",25.0,mg
278600ATB,sodium bicarbonate,100mg,복합,278600ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",100.0,mg
278700ATB,biodiastase 2000,10mg,복합,278700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",10.0,mg
278700ATB,cellulase AP3,9mg,복합,278700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",9.0,mg
278700ATB,lipase 100,15mg,복합,278700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",15.0,mg
278700ATB,pancreatin,150mg,복합,278700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",150.0,mg
278700ATB,prozyme 6,10mg,복합,278700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",10.0,mg
278700ATB,simethicone,60mg,복합,278700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",60.0,mg
278700ATB,ursodeoxycholic acid,20mg,복합,278700ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",20.0,mg
278900ATB,biodiastase-2000,50mg,복합,278900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",50.0,mg
278900ATB,lipase-100,15mg,복합,278900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",15.0,mg
278900ATB,pancellase,30mg,복합,278900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",30.0,mg
278900ATB,pancreatin 6배품,55mg,복합,278900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",55.0,mg
278900ATB,panprosin-ss,20mg,복합,278900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",20.0,mg
278900ATB,simethicone,40mg,복합,278900ATB,TB,A,내복제,"정제, 저작정","TB, CH, CS",40.0,mg
